Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
290,289.0,"['is the first leg of the American Triple Crown , run at Churchill Downs in Louisville , Kentucky .     Year   Winner   Second   Third   Fourth   Starters     2018   Justify †   Good Magic   Audible   Instilled Regard   20     2017   Always Dreaming   Lookin At Lee   Battle of Midway   Classic Empire   20     2016   Nyquist   Exaggerator   Gun']",where does friday the 13th part 4 take place,['Crystal Lake'],"Crystal Lake, New Jersey.",3.0,Different granularity,0.9120271206,0.8751585484,0.7616745,0.9903438091,,,,,,,
291,290.0,"["" 12   Brendan Fevola   Paul Harragon   Laurina Fleure       29 January 2017 ( 2017 - 01 - 29 )   13 March 2017 ( 2017 - 03 - 13 )   46   14   Casey Donovan   Dane Swan   Natalie Bassingthwaighte       28 January 2018 ( 2018 - 01 - 28 )   12 March 2018 ( 2018 - 03 - 12 )   45   15   Fiona O'Loughlin   Shannon Noll""]",who came in 2nd in the kentucky derby,['Good Magic'],The answer would vary depending on the year of the Kentucky Derby.,1.0,DATC,0.8304371238,1.095360398,0.012429321,0.07095313072,,,,,,,
292,291.0,"[""Morris asked Lauder about her perfect skin . Soon , Estée returned to the beauty parlor to hand out four of her uncle 's creams and demonstrate their use . Morris was so impressed , she asked Lauder to sell her products at her new salon .   In 1953 , Lauder introduced her first fragrance , Youth - Dew , a bath oil that doubled as a perfume . Instead of using French perfumes by the drop behind each ear , women began using Youth - Dew by the bottle in their bath water . In the first year""]",who won im a celebrity get me out of here 2017,['Casey Donovan'],Georgia Toffolo,3.0,Ambiguous event/entity reference,0.7721868753,3.9137218,0.010777987,0.0441634208,,,,,,,
293,292.0,"[""In fact , the Census asks an `` Ancestry Question '' which covers the broader notion of ethnicity initially in the 2000 Census long form and now in the American Community Survey . The ancestry question will return in the 2020 Census .   As of July 2016 , white Americans are the racial majority . African Americans are the largest racial minority , amounting to an estimated 12.7 % of the population . Hispanic and Latino Americans amount to an estimated 17.8 % of the total U.S. population , making up the largest ethnic minority . The White , non-Hispanic""]",when did estee lauder youth dew come out,['1953'],Estee Lauder Youth Dew was launched in 1953.,3.0,Semantically the same,0.8070062995,1.669674635,0.23988672,0.9891421795,,,,,,,
294,293.0,"["", and undercover based . However , the creative nature of viral marketing enables an `` endless amount of potential forms and vehicles the messages can utilize for transmission '' , including mobile devices .   The ultimate goal of marketers interested in creating successful viral marketing programs is to create viral messages that appeal to individuals with high social networking potential ( SNP ) and that have a high probability of being presented and spread by these individuals and their competitors in their communications with others in a short period of time .   The term `` viral marketing '' has also been used pejoratively to refer to stealth marketing campaigns -- marketing strategies that advertise a product to people without them knowing they are being marketed to .   Contents    1 History   2 Why""]",what is the largest ethnic group in the united states,['white Americans'],"As of 2021, the largest ethnic group in the United States is non-Hispanic white. However, when considering race and ethnicity together, the largest group is people of Hispanic or Latino origin.",3.0,Different granularity,0.8186523914,3.469445944,0.4146711,0.4734318256,,,,,,,
295,294.0,"['Lagos State ministry of Education - Wikipedia  Lagos State ministry of Education  Jump to : navigation , search  Lagos State Ministry of Education   Ministry overview     Jurisdiction   Government of Lagos State     Headquarters   State Government Secretariat , Alausa , Lagos State , Nigeria     Ministry executive     Dr. Idiat Adebule , Commissioner       The Lagos State Ministry of Education is the state government ministry charged with the responsibility to plan , devise and implement the state policies on Education .  ']",the primary purpose of viral marketing is to,['to create viral messages that appeal to individuals with high social networking potential ( SNP ) and that have a high probability of being presented and spread by these individuals and their competitors in their communications with others in a short period of time'],spread information about a product or service through word-of-mouth or social media sharing in order to generate buzz and increase sales.,3.0,Open-ended question,0.8322033882,3.043222427,0.54846734,0.1278035194,,,,,,,
296,295.0,"['is a character in the best selling Gossip Girl book series . He is portrayed by Chace Crawford in the television series of the same name . In the novels , he is considered the primary male character , always being fought over by the two most prominent females , Blair Waldorf and Serena van der Woodsen .     Contents  ( hide )   1 Novel series   2 TV series   2.1 In other media     3 References      Novel series   Nate Archibald is a', 'in the best selling Gossip Girl book series . He is portrayed by Chace Crawford in the television series of the same name . In the novels , he is considered the primary male character , always being fought over by the two most prominent females , Blair Waldorf and Serena van der Woodsen .     Contents  ( hide )   1 Novel series   2 TV series   2.1 In other media     3 References      Novel series   Nate Archibald is a lacrosse player at the elite']",where is lagos state ministry of education located,"['State Government Secretariat , Alausa , Lagos State , Nigeria']","Alausa, Ikeja, Lagos, Nigeria",3.0,Semantically the same,0.8916680217,2.210809231,0.81673586,0.7162241936,,,,,,,
297,296.0,"[""- 115.155808 Coordinates : 36 ° 07 ′ 59 '' N 115 ° 09 ′ 21 '' W \ufeff / \ufeff 36.133051 ° N 115.155808 ° W \ufeff / 36.133051 ; - 115.155808     The Landmark was a hotel and casino located in Paradise , Nevada , east of the Las Vegas Strip and across from the Las Vegas Convention Center . The resort included a 31 - floor tower , inspired by the design of the Space Needle tower in Seattle . Frank Caroll , the project 's original owner , purchased the property in 1961 . Fremont Construction began work on the tower that September , while Caroll opened""]",who did nate archibald date in gossip girl,"['Blair Waldorf', 'Serena van der Woodsen']","Nate Archibald dated various characters throughout Gossip Girl including Blair Waldorf, Serena van der Woodsen, and Sage Spence.",3.0,Different granularity,0.8329209089,1.736600041,0.3354688,0.9899165034,,,,,,,
298,297.0,"[""large orchestra , much of the score is written chamber - fashion , with individual instruments and small groups having distinct roles. :   Part I : the adoration of the earth ( edit )       The opening melody is played by a solo bassoon in a very high register , which renders the instrument almost unidentifiable ; gradually other woodwind instruments are sounded and are eventually joined by strings . The sound builds up before stopping suddenly , Hill says , `` just as it is bursting ecstatically into bloom '' . There is""]",where was the landmark hotel in las vegas,['east of the Las Vegas Strip and across from the Las Vegas Convention Center'],"The Landmark Hotel in Las Vegas was located at 3647 S. Las Vegas Boulevard. However, it was demolished in 1995.",3.0,Different granularity,0.8557802439,5.08381176,0.09405476,0.05610517412,,,,,,,
299,298.0,"['  ISO 3166 code   GY     Internet TLD   . gy     Guyana ( pronounced / ɡaɪˈɑːnə / or / ɡaɪˈænə / ) , officially the Co-operative Republic of Guyana , is a sovereign state on the northern mainland of South America . It is , however , often considered part of the Caribbean region because of its strong cultural , historical , and political ties with other Anglo - Caribbean countries and the Caribbean Community ( CARICOM ) . Guyana is bordered by the Atlantic Ocean to the north , Brazil']",the introduction to stravinsky’s the rite of spring begins with a melody played on the,['bassoon'],Bassoon,3.0,Exact match,0.9488552809,1.58507061,0.8803723,0.9903365374,,,,,,,
300,299.0,"[""by   Harry Potter and the Chamber of Secrets     Harry Potter and the Philosopher 's Stone is a fantasy novel written by British author J.K. Rowling . It is the first novel in the Harry Potter series and Rowling 's debut novel , first published in 1997 by Bloomsbury . It was published in the United States as Harry Potter and the Sorcerer 's Stone by Scholastic Corporation in 1998 . The plot follows Harry Potter , a young wizard who discovers his magical heritage as he makes close friends and a few enemies in his first""]",is guyana part of the caribbean or south america,['South America'],Both - Guyana is located on the northern coast of South America but is considered culturally and historically part of the Caribbean region.,1.0,Mismatch with question intent,0.8476195931,5.070803642,0.16226175,0.9647468328,,,,,,,
301,300.0,"["", Buckinghamshire , England .   Windmill / Cottage -- Cobstone Windmill in Ibstone , near Turville , Buckinghamshire , England .   Duck Pond -- Russell 's Water , Oxfordshire , England .   Train scene -- The Longmoor Military Railway .   Beach -- Cap Taillat in St. Tropez , France .   Bridge ( river ) where spies attempt to blow up Chitty -- Iver Bridge , Iver , Buckinghamshire , England .   Bridge ( railway ) where spies kidnap Lord Scrumptious -- Ilmer Bridge , Ilmer , Buckinghamshire , England .   White rock spires""]",when did the first harry potter book cone out,['in 1997'],in 1997.,3.0,Exact match,0.9262766838,5.096291065,0.9499008,0.9897217155,,,,,,,
